"id","month","state_name","state_code","energy_requirement","energy_availability"
978,"2022-04-01","Karnataka","29",7252.66,7234.35
979,"2022-04-01","Arunachal Pradesh","12",70.84,69.12
980,"2022-04-01","Chandigarh","04",146.63,146.63
981,"2022-04-01","Delhi","07",3201.59,3200.93
982,"2022-04-01","Haryana","06",4919.6,4622.27
983,"2022-04-01","Himachal Pradesh","02",1004.8,991.77
984,"2022-04-01","UTs of J&K and Ladakh","None",1518.7,1369.9
985,"2022-04-01","Punjab","03",4980.86,4838.26
986,"2022-04-01","Rajasthan","08",8221.64,7768.82
987,"2022-04-01","Uttar Pradesh","09",13080.91,12699.91
988,"2022-04-01","Uttarakhand","05",1400.75,1341.36
989,"2022-04-01","Chhattisgarh","22",3519.52,3466.77
990,"2022-04-01","Assam","18",775.43,775.43
991,"2022-04-01","Madhya Pradesh","23",8234.48,8025.84
992,"2022-04-01","Maharashtra","27",17827.41,17717.91
993,"2022-04-01","Goa","30",432.62,432.39
994,"2022-04-01","Gujarat","24",12553.65,12549.55
995,"2022-04-01","Andhra Pradesh","28",6716.85,6335.16
996,"2022-04-01","Andaman- Nicobar","35",31.11,31.11
997,"2022-04-01","Sikkim","11",48.24,48.12
998,"2022-04-01","Odisha","21",3532.93,3495.48
999,"2022-04-01","Jharkhand","20",1171.64,1011.32
1000,"2022-04-01","DVC","None",2285.58,2280.0
1001,"2022-04-01","West Bengal","19",5841.26,5813.93
1002,"2022-04-01","Lakshadweep","31",5.88,5.88
1003,"2022-04-01","Puducherry","34",275.48,274.77
1004,"2022-04-01","Tamil Nadu","33",10493.19,10426.51
1005,"2022-04-01","Kerala","32",2480.49,2468.43
1006,"2022-04-01","Telangana","36",7199.79,7182.04
1007,"2022-04-01","Bihar","10",3620.0,3477.03
1008,"2022-05-01","Dadra & Nagar Haveli and Daman & Diu","38",845.79,845.79
1009,"2022-05-01","Nagaland","13",75.1,71.8
1010,"2022-05-01","Haryana","06",5698.91,5647.44
1011,"2022-05-01","Delhi","07",3775.65,3774.62
1012,"2022-05-01","Chandigarh","04",183.0,183.0
1013,"2022-05-01","Tripura","16",139.67,139.67
1014,"2022-05-01","Mizoram","15",52.96,52.96
1015,"2022-05-01","Punjab","03",6311.88,6292.4
1016,"2022-05-01","Manipur","14",75.25,75.25
1017,"2022-05-01","Andhra Pradesh","28",6053.63,6042.57
1018,"2022-05-01","Telangana","36",5792.68,5791.99
1019,"2022-05-01","Karnataka","29",5706.6,5705.89
1020,"2022-05-01","Kerala","32",2361.11,2360.69
1021,"2022-05-01","Tamil Nadu","33",10287.36,10286.41
1022,"2022-05-01","Goa","30",459.67,459.67
1023,"2022-05-01","Puducherry","34",279.71,279.69
1024,"2022-05-01","Bihar","10",3542.41,3483.24
1025,"2022-05-01","DVC","None",2291.41,2291.41
1026,"2022-05-01","Jharkhand","20",1030.72,955.61
1027,"2022-05-01","Odisha","21",3866.77,3862.22
1028,"2022-05-01","West Bengal","19",5368.6,5355.0
1029,"2022-05-01","Meghalaya","17",166.92,166.92
1030,"2022-05-01","Lakshadweep","31",6.13,6.13
1031,"2022-05-01","Maharashtra","27",17644.02,17644.02
1032,"2022-05-01","Gujarat","24",13526.08,13525.95
1033,"2022-05-01","Madhya Pradesh","23",8212.06,8118.76
1034,"2022-05-01","Assam","18",954.02,954.02
1035,"2022-05-01","Arunachal Pradesh","12",76.21,73.22
1036,"2022-05-01","Sikkim","11",47.6,47.6
1037,"2022-05-01","Delhi","07",183.0,183.0
1038,"2022-05-01","Haryana","06",3775.65,3774.62
1039,"2022-05-01","Andaman- Nicobar","35",28.84,28.84
1040,"2022-05-01","Himachal Pradesh","02",1059.43,1039.23
1041,"2022-05-01","Chhattisgarh","22",3126.31,3125.34
1042,"2022-05-01","Himachal Pradesh","02",5698.91,5647.44
1043,"2022-05-01","Uttarakhand","05",1460.35,1451.43
1044,"2022-05-01","Uttar Pradesh","09",14252.45,14149.85
1045,"2022-05-01","Rajasthan","08",9047.52,8941.21
1046,"2022-05-01","UTs of J&K and Ladakh","None",1577.82,1545.6
1047,"2022-06-01","Andhra Pradesh","28",6137.13,5708.69
1048,"2022-06-01","Telangana","36",5322.6,5381.99
1049,"2022-06-01","Goa","30",387.49,367.77
1050,"2022-06-01","Karnataka","29",5924.35,5328.56
1051,"2022-06-01","Kerala","32",2261.5,2118.91
1052,"2022-06-01","Tamil Nadu","33",10224.01,9985.46
1053,"2022-06-01","Puducherry","34",276.23,275.4
1054,"2022-06-01","Lakshadweep","31",5.26,5.07
1055,"2022-06-01","Bihar","10",3708.91,4017.36
1056,"2022-06-01","DVC","None",2214.07,2301.83
1057,"2022-06-01","Meghalaya","17",155.62,175.88
1058,"2022-06-01","Odisha","21",3887.68,4012.12
1059,"2022-06-01","West Bengal","19",5576.96,5980.08
1060,"2022-06-01","Sikkim","11",46.22,45.46
1061,"2022-06-01","Andaman- Nicobar","35",28.0,27.67
1062,"2022-06-01","Arunachal Pradesh","12",79.63,74.94
1063,"2022-06-01","Assam","18",991.22,1242.85
1064,"2022-06-01","Manipur","14",76.38,83.06
1065,"2022-06-01","Mizoram","15",50.67,55.82
1066,"2022-06-01","Tripura","16",122.03,133.27
1067,"2022-06-01","Maharashtra","27",15516.33,13690.35
1068,"2022-06-01","Jharkhand","20",1039.98,1154.58
1069,"2022-06-01","Madhya Pradesh","23",7107.29,6532.84
1070,"2022-06-01","Nagaland","13",86.25,84.04
1071,"2022-06-01","Chhattisgarh","22",2926.09,2980.39
1072,"2022-06-01","Punjab","03",7481.81,7478.01
1073,"2022-06-01","Uttar Pradesh","09",15234.99,14961.79
1074,"2022-06-01","Uttarakhand","05",1570.4,1537.08
1075,"2022-06-01","Chhattisgarh","22",2926.09,2925.74
1076,"2022-06-01","Gujarat","24",12021.51,12021.51
1077,"2022-06-01","Madhya Pradesh","23",7107.29,7106.85
1078,"2022-06-01","Maharashtra","27",15516.33,15516.33
1079,"2022-06-01","Dadra & Nagar Haveli and Daman & Diu","38",840.34,840.34
1080,"2022-06-01","Goa","30",387.49,387.47
1081,"2022-06-01","Andhra Pradesh","28",6137.13,6127.18
1082,"2022-06-01","Telangana","36",5322.6,5318.87
1083,"2022-06-01","Karnataka","29",5924.35,5920.51
1084,"2022-06-01","Kerala","32",2261.5,2259.24
1085,"2022-06-01","Tamil Nadu","33",10224.01,10218.87
1086,"2022-06-01","Puducherry","34",276.23,276.08
1087,"2022-06-01","Lakshadweep","31",5.26,5.26
1088,"2022-06-01","Bihar","10",3708.91,3640.03
1089,"2022-06-01","DVC","None",2214.07,2212.52
1090,"2022-06-01","Gujarat","24",12021.51,10242.72
1091,"2022-06-01","Jharkhand","20",1039.98,939.22
1092,"2022-06-01","UTs of J&K and Ladakh","None",1568.51,1525.41
1093,"2022-06-01","Himachal Pradesh","02",1093.86,1061.04
1094,"2022-06-01","Rajasthan","08",9138.4,8975.79
1095,"2022-06-01","Haryana","06",3921.53,3920.44
1096,"2022-06-01","Uttarakhand","05",1570.4,1438.32
1097,"2022-06-01","Uttar Pradesh","09",15234.99,14928.23
1098,"2022-06-01","Rajasthan","08",9138.4,7244.16
1099,"2022-06-01","Punjab","03",7481.81,8130.8
1100,"2022-06-01","UTs of J&K and Ladakh","None",1568.51,1533.7
1101,"2022-06-01","Himachal Pradesh","02",1093.86,1070.29
1102,"2022-06-01","Haryana","06",6449.05,6555.49
1103,"2022-06-01","Delhi","07",3921.53,3906.44
1104,"2022-06-01","Chandigarh","04",197.7,203.3
1105,"2022-06-01","Himachal Pradesh","02",6449.05,6428.98
1106,"2022-06-01","Tripura","16",122.03,122.03
1107,"2022-06-01","Nagaland","13",86.25,77.82
1108,"2022-06-01","Meghalaya","17",155.62,155.62
1109,"2022-06-01","Delhi","07",197.7,197.7
1110,"2022-06-01","Mizoram","15",50.67,50.67
1111,"2022-06-01","West Bengal","19",5576.96,5566.94
1112,"2022-06-01","Sikkim","11",46.22,46.19
1113,"2022-06-01","Odisha","21",3887.68,3884.96
1114,"2022-06-01","Arunachal Pradesh","12",79.63,71.67
1115,"2022-06-01","Assam","18",991.22,991.22
1116,"2022-06-01","Manipur","14",76.38,76.38
1117,"2022-06-01","Andaman- Nicobar","35",28.0,28.0
1118,"2022-07-01","Nagaland","13",92.47,84.04
1119,"2022-07-01","Haryana","06",6570.58,6555.49
1120,"2022-07-01","Delhi","07",3906.81,3906.44
1121,"2022-07-01","Chandigarh","04",203.3,203.3
1122,"2022-07-01","Tripura","16",133.27,133.27
1123,"2022-07-01","Mizoram","15",55.82,55.82
1124,"2022-07-01","Jharkhand","20",1220.19,1154.58
1125,"2022-07-01","Manipur","14",83.06,83.06
1126,"2022-07-01","Meghalaya","17",175.93,175.88
1127,"2022-07-01","Maharashtra","27",13690.53,13690.35
1128,"2022-07-01","Madhya Pradesh","23",6532.84,6532.84
1129,"2022-07-01","Gujarat","24",10249.32,10242.72
1130,"2022-07-01","Chhattisgarh","22",2981.14,2980.39
1131,"2022-07-01","Uttarakhand","05",1474.65,1438.32
1132,"2022-07-01","Uttar Pradesh","09",15034.95,14928.23
1133,"2022-07-01","Rajasthan","08",7263.99,7244.16
1134,"2022-07-01","Punjab","03",8130.8,8130.8
1135,"2022-07-01","UTs of J&K and Ladakh","None",1534.9,1533.7
1136,"2022-07-01","Himachal Pradesh","02",1073.09,1070.29
1137,"2022-07-01","Himachal Pradesh","02",6570.58,6555.49
1138,"2022-07-01","Haryana","06",3906.81,3906.44
1139,"2022-07-01","Delhi","07",203.3,203.3
1140,"2022-07-01","Goa","30",367.77,367.77
1141,"2022-07-01","Dadra & Nagar Haveli and Daman & Diu","38",840.34,840.34
1142,"2022-07-01","Telangana","36",5381.99,5381.99
1143,"2022-07-01","Assam","18",1242.85,1242.85
1144,"2022-07-01","Arunachal Pradesh","12",81.92,74.94
1145,"2022-07-01","Andaman- Nicobar","35",27.67,27.67
1146,"2022-07-01","Sikkim","11",45.46,45.46
1147,"2022-07-01","Andhra Pradesh","28",5710.92,5708.69
1148,"2022-07-01","West Bengal","19",5982.42,5980.08
1149,"2022-07-01","Odisha","21",4012.12,4012.12
1150,"2022-07-01","Bihar","10",4175.5,4017.36
1151,"2022-07-01","Lakshadweep","31",5.07,5.07
1152,"2022-07-01","Puducherry","34",275.4,275.4
1153,"2022-07-01","Tamil Nadu","33",9985.46,9985.46
1154,"2022-07-01","Kerala","32",2118.91,2118.91
1155,"2022-07-01","Karnataka","29",5328.56,5328.56
1156,"2022-07-01","DVC","None",2301.83,2301.83
1157,"2022-08-01","Mizoram","15",41.89,41.89
1158,"2022-08-01","Nagaland","13",95.09,86.65
1159,"2022-08-01","Meghalaya","17",185.31,185.31
1160,"2022-08-01","Tripura","16",127.87,127.87
1161,"2022-08-01","Manipur","14",83.47,83.47
1162,"2022-08-01","Andhra Pradesh","28",6084.49,6081.28
1163,"2022-08-01","Arunachal Pradesh","12",74.1,74.1
1164,"2022-08-01","Dadra & Nagar Haveli and Daman & Diu","38",836.24,836.24
1165,"2022-08-01","Goa","30",374.43,374.43
1166,"2022-08-01","Telangana","36",6398.69,6388.92
1167,"2022-08-01","Karnataka","29",5321.25,5320.12
1168,"2022-08-01","Kerala","32",2199.1,2198.71
1169,"2022-08-01","Maharashtra","27",14003.91,14003.89
1170,"2022-08-01","Tamil Nadu","33",9558.57,9557.06
1171,"2022-08-01","Lakshadweep","31",5.09,5.09
1172,"2022-08-01","Bihar","10",4100.12,3932.57
1173,"2022-08-01","DVC","None",2205.83,2205.83
1174,"2022-08-01","Jharkhand","20",1152.41,1092.93
1175,"2022-08-01","Assam","18",1282.51,1282.51
1176,"2022-08-01","Puducherry","34",262.79,262.75
1177,"2022-08-01","Odisha","21",4055.77,4055.77
1178,"2022-08-01","Madhya Pradesh","23",6509.33,6507.94
1179,"2022-08-01","Himachal Pradesh","02",6819.57,6786.23
1180,"2022-08-01","Chhattisgarh","22",3029.09,3026.6
1181,"2022-08-01","Uttarakhand","05",1425.48,1411.11
1182,"2022-08-01","Uttar Pradesh","09",14842.9,14758.8
1183,"2022-08-01","Rajasthan","08",7365.43,7318.67
1184,"2022-08-01","Punjab","03",8906.1,8906.1
1185,"2022-08-01","UTs of J&K and Ladakh","None",1597.16,1587.96
1186,"2022-08-01","Himachal Pradesh","02",1097.58,1081.59
1187,"2022-08-01","Gujarat","24",10627.9,10627.37
1188,"2022-08-01","Haryana","06",3699.65,3699.01
1189,"2022-08-01","Delhi","07",204.3,204.3
1190,"2022-08-01","West Bengal","19",5761.62,5756.74
1191,"2022-08-01","Sikkim","11",45.19,45.19
1192,"2022-08-01","Andaman- Nicobar","35",27.68,27.68
1193,"2022-09-01","Nagaland","13",83.86,83.02
1194,"2022-09-01","Tripura","16",157.14,157.14
1195,"2022-09-01","Mizoram","15",48.03,48.03
1196,"2022-09-01","Maharashtra","27",13427.87,13427.48
1197,"2022-09-01","Manipur","14",80.99,80.99
1198,"2022-09-01","Chandigarh","04",175.61,175.61
1199,"2022-09-01","Delhi","07",3446.6,3446.32
1200,"2022-09-01","Haryana","06",6222.6,6205.19
1201,"2022-09-01","Himachal Pradesh","02",1075.31,1072.21
1202,"2022-09-01","UTs of J&K and Ladakh","None",1502.22,1487.39
1203,"2022-09-01","Punjab","03",7617.43,7617.43
1204,"2022-09-01","Rajasthan","08",8735.37,8701.22
1205,"2022-09-01","Uttar Pradesh","09",13267.99,13137.29
1206,"2022-09-01","Uttarakhand","05",1293.63,1283.02
1207,"2022-09-01","Chhattisgarh","22",3244.3,3243.07
1208,"2022-09-01","Gujarat","24",10876.89,10876.89
1209,"2022-09-01","Madhya Pradesh","23",6786.16,6786.16
1210,"2022-09-01","Dadra & Nagar Haveli and Daman & Diu","38",836.24,836.24
1211,"2022-09-01","Goa","30",355.15,355.15
1212,"2022-09-01","Telangana","36",6295.68,6295.46
1213,"2022-09-01","Andhra Pradesh","28",5983.85,5983.66
1214,"2022-09-01","Andaman- Nicobar","35",28.76,28.76
1215,"2022-09-01","Kerala","32",2206.17,2205.57
1216,"2022-09-01","Tamil Nadu","33",9441.21,9440.91
1217,"2022-09-01","Puducherry","34",253.11,253.1
1218,"2022-09-01","Lakshadweep","31",4.92,4.92
1219,"2022-09-01","Bihar","10",3706.22,3656.24
1220,"2022-09-01","DVC","None",2159.56,2159.56
1221,"2022-09-01","Jharkhand","20",1129.1,1085.42
1222,"2022-09-01","Karnataka","29",5369.09,5368.87
1223,"2022-09-01","Odisha","21",4029.71,4029.71
1224,"2022-09-01","West Bengal","19",5550.72,5547.47
1225,"2022-09-01","Sikkim","11",46.61,46.61
1226,"2022-09-01","Meghalaya","17",179.7,179.7
1227,"2022-09-01","Arunachal Pradesh","12",69.56,69.56
1228,"2022-09-01","Assam","18",1221.26,1221.26
1229,"2022-10-01","Nagaland","13",74.09,74.06
1230,"2022-10-01","Tripura","16",148.14,148.14
1231,"2022-10-01","Mizoram","15",44.44,44.44
1232,"2022-10-01","Meghalaya","17",187.62,187.62
1233,"2022-10-01","Manipur","14",79.8,79.8
1234,"2022-10-01","Chandigarh","04",120.6,120.6
1235,"2022-10-01","Delhi","07",2447.86,2447.77
1236,"2022-10-01","Haryana","06",4412.98,4411.8
1237,"2022-10-01","Himachal Pradesh","02",1034.95,1033.04
1238,"2022-10-01","UTs of J&K and Ladakh","None",1572.67,1556.55
1239,"2022-10-01","Punjab","03",4958.54,4952.04
1240,"2022-10-01","Rajasthan","08",7891.48,7873.97
1241,"2022-10-01","Uttar Pradesh","09",10069.78,10062.38
1242,"2022-10-01","Uttarakhand","05",1099.47,1095.8
1243,"2022-10-01","Chhattisgarh","22",3425.67,3425.67
1244,"2022-10-01","Gujarat","24",10703.8,10703.8
1245,"2022-10-01","Madhya Pradesh","23",6734.56,6734.56
1246,"2022-10-01","Maharashtra","27",13366.16,13366.01
1247,"2022-10-01","Dadra & Nagar Haveli and Daman & Diu","38",836.24,836.24
1248,"2022-10-01","Andhra Pradesh","28",5526.87,5526.87
1249,"2022-10-01","Goa","30",362.35,362.35
1250,"2022-10-01","Jharkhand","20",1117.99,1087.43
1251,"2022-10-01","Karnataka","29",5091.15,5091.15
1252,"2022-10-01","Kerala","32",2322.35,2322.35
1253,"2022-10-01","Tamil Nadu","33",8819.74,8819.74
1254,"2022-10-01","Puducherry","34",243.32,243.32
1255,"2022-10-01","Lakshadweep","31",5.01,5.01
1256,"2022-10-01","Bihar","10",3314.67,3277.17
1257,"2022-10-01","DVC","None",2140.17,2140.17
1258,"2022-10-01","Telangana","36",5615.82,5615.82
1259,"2022-10-01","Odisha","21",3771.32,3771.32
1260,"2022-10-01","West Bengal","19",5043.58,5042.37
1261,"2022-10-01","Sikkim","11",41.68,41.68
1262,"2022-10-01","Andaman- Nicobar","35",29.45,29.45
1263,"2022-10-01","Arunachal Pradesh","12",74.4,74.4
1264,"2022-10-01","Assam","18",1005.8,1005.8
1265,"2022-11-01","Nagaland","13",65.37,65.37
1266,"2022-11-01","Tripura","16",118.44,118.44
1267,"2022-11-01","Mizoram","15",56.41,56.41
1268,"2022-11-01","Goa","30",371.59,371.59
1269,"2022-11-01","Manipur","14",84.41,84.41
1270,"2022-11-01","Haryana","06",3892.93,3889.09
1271,"2022-11-01","Himachal Pradesh","02",1028.67,1028.18
1272,"2022-11-01","UTs of J&K and Ladakh","None",1648.82,1628.05
1273,"2022-11-01","Punjab","03",3738.46,3731.72
1274,"2022-11-01","Rajasthan","08",8776.28,8741.14
1275,"2022-11-01","Uttar Pradesh","09",9207.23,9199.73
1276,"2022-11-01","Uttarakhand","05",1078.88,1068.7
1277,"2022-11-01","Chhattisgarh","22",3345.84,3345.84
1278,"2022-11-01","Gujarat","24",10810.86,10810.86
1279,"2022-11-01","Madhya Pradesh","23",6411.11,6411.11
1280,"2022-11-01","Maharashtra","27",15228.5,15228.49
1281,"2022-11-01","Dadra & Nagar Haveli and Daman & Diu","38",836.24,836.24
1282,"2022-11-01","Meghalaya","17",199.7,199.7
1283,"2022-11-01","Andhra Pradesh","28",5491.77,5491.39
1284,"2022-11-01","Telangana","36",5233.3,5232.85
1285,"2022-11-01","Karnataka","29",5999.01,5998.54
1286,"2022-11-01","Kerala","32",2233.44,2233.28
1287,"2022-11-01","Tamil Nadu","33",8314.49,8313.87
1288,"2022-11-01","Puducherry","34",231.26,231.25
1289,"2022-11-01","Lakshadweep","31",5.02,5.02
1290,"2022-11-01","Bihar","10",2453.68,2440.61
1291,"2022-11-01","DVC","None",2048.91,2048.91
1292,"2022-11-01","Jharkhand","20",1058.73,946.31
1293,"2022-11-01","Odisha","21",3076.6,3076.6
1294,"2022-11-01","West Bengal","19",3924.61,3924.24
1295,"2022-11-01","Sikkim","11",48.66,48.66
1296,"2022-11-01","Andaman- Nicobar","35",28.3,28.3
1297,"2022-11-01","Arunachal Pradesh","12",64.29,64.29
1298,"2022-11-01","Assam","18",772.5,772.5
1299,"2022-11-01","Delhi","07",2043.24,2043.14
1300,"2022-11-01","Chandigarh","04",99.43,99.43
1301,"2022-12-01","Nagaland","13",73.16,72.88
1302,"2022-12-01","Tripura","16",114.26,114.26
1303,"2022-12-01","Mizoram","15",65.43,65.43
1304,"2022-12-01","Goa","30",400.74,400.74
1305,"2022-12-01","Manipur","14",103.86,103.86
1306,"2022-12-01","Andaman- Nicobar","35",30.05,30.05
1307,"2022-12-01","Sikkim","11",56.59,56.59
1308,"2022-12-01","West Bengal","19",3919.77,3918.69
1309,"2022-12-01","Odisha","21",2971.6,2971.6
1310,"2022-12-01","Jharkhand","20",1105.32,992.69
1311,"2022-12-01","DVC","None",2134.78,2134.78
1312,"2022-12-01","Bihar","10",2569.44,2557.89
1313,"2022-12-01","Lakshadweep","31",5.21,5.21
1314,"2022-12-01","Puducherry","34",232.03,232.03
1315,"2022-12-01","Tamil Nadu","33",8701.32,8701.32
1316,"2022-12-01","Kerala","32",2304.56,2304.56
1317,"2022-12-01","Karnataka","29",6323.69,6323.69
1318,"2022-12-01","Telangana","36",6430.91,6430.91
1319,"2022-12-01","Dadra & Nagar Haveli and Daman & Diu","38",836.24,836.24
1320,"2022-12-01","Andhra Pradesh","28",5586.36,5586.36
1321,"2022-12-01","Madhya Pradesh","23",9789.58,9789.58
1322,"2022-12-01","Assam","18",813.88,813.88
1323,"2022-12-01","Arunachal Pradesh","12",77.81,77.81
1324,"2022-12-01","Chandigarh","04",116.38,116.38
1325,"2022-12-01","Delhi","07",2176.91,2175.83
1326,"2022-12-01","Haryana","06",4300.39,4287.39
1327,"2022-12-01","Maharashtra","27",16364.99,16364.55
1328,"2022-12-01","UTs of J&K and Ladakh","None",1798.08,1787.49
1329,"2022-12-01","Himachal Pradesh","02",1109.22,1105.11
1330,"2022-12-01","Rajasthan","08",9633.82,9475.96
1331,"2022-12-01","Uttar Pradesh","09",9898.24,9877.54
1332,"2022-12-01","Uttarakhand","05",1228.55,1212.12
1333,"2022-12-01","Chhattisgarh","22",3348.17,3347.57
1334,"2022-12-01","Gujarat","24",12695.11,12695.11
1335,"2022-12-01","Punjab","03",4301.1,4272.94
1336,"2022-12-01","Meghalaya","17",222.42,222.42
1337,"2023-01-01","Mizoram","15",66.8,66.8
1338,"2023-01-01","Tripura","16",113.96,113.96
1339,"2023-01-01","Nagaland","13",69.73,65.76
1340,"2023-01-01","Meghalaya","17",221.05,221.05
1341,"2023-01-01","Assam","18",817.25,817.25
1342,"2023-01-01","Haryana","06",4366.93,4332.98
1343,"2023-01-01","Himachal Pradesh","02",1108.46,1104.14
1344,"2023-01-01","UTs of J&K and Ladakh","None",1925.87,1917.76
1345,"2023-01-01","Punjab","03",4631.03,4594.82
1346,"2023-01-01","Rajasthan","08",9608.48,9192.99
1347,"2023-01-01","Uttar Pradesh","09",10712.01,10650.69
1348,"2023-01-01","Uttarakhand","05",1339.79,1305.35
1349,"2023-01-01","Chhattisgarh","22",3348.14,3346.92
1350,"2023-01-01","Gujarat","24",11600.83,11568.26
1351,"2023-01-01","Madhya Pradesh","23",9693.97,9693.75
1352,"2023-01-01","Maharashtra","27",16660.73,16660.58
1353,"2023-01-01","Dadra & Nagar Haveli and Daman & Diu","38",836.24,836.24
1354,"2023-01-01","Manipur","14",106.35,106.35
1355,"2023-01-01","Goa","30",379.26,379.25
1356,"2023-01-01","Andhra Pradesh","28",6126.49,6126.1
1357,"2023-01-01","Telangana","36",7444.18,7443.72
1358,"2023-01-01","Karnataka","29",7325.56,7325.09
1359,"2023-01-01","Kerala","32",2307.81,2307.65
1360,"2023-01-01","Tamil Nadu","33",9227.72,9227.09
1361,"2023-01-01","Puducherry","34",235.33,235.31
1362,"2023-01-01","Lakshadweep","31",5.38,5.38
1363,"2023-01-01","Bihar","10",2967.4,2933.84
1364,"2023-01-01","DVC","None",2256.55,2255.76
1365,"2023-01-01","Jharkhand","20",1148.0,1071.17
1366,"2023-01-01","Odisha","21",2998.84,2997.79
1367,"2023-01-01","West Bengal","19",4257.96,4255.14
1368,"2023-01-01","Sikkim","11",59.67,59.65
1369,"2023-01-01","Andaman- Nicobar","35",29.07,29.07
1370,"2023-01-01","Arunachal Pradesh","12",85.22,84.97
1371,"2023-01-01","Delhi","07",2471.43,2468.72
1372,"2023-01-01","Chandigarh","04",142.56,142.56
1373,"2023-02-01","Nagaland","13",66.56,59.24
1374,"2023-02-01","Tripura","16",107.36,107.36
1375,"2023-02-01","Mizoram","15",53.52,53.52
1376,"2023-02-01","Jharkhand","20",997.36,916.51
1377,"2023-02-01","Manipur","14",83.27,83.27
1378,"2023-02-01","Meghalaya","17",187.72,187.72
1379,"2023-02-01","Sikkim","11",50.65,50.63
1380,"2023-02-01","West Bengal","19",4138.54,4136.41
1381,"2023-02-01","Odisha","21",2986.46,2985.41
1382,"2023-02-01","DVC","None",2060.2,2059.48
1383,"2023-02-01","Bihar","10",2504.42,2481.58
1384,"2023-02-01","Lakshadweep","31",5.11,5.11
1385,"2023-02-01","Puducherry","34",222.11,222.09
1386,"2023-02-01","Tamil Nadu","33",8945.49,8944.79
1387,"2023-02-01","Kerala","32",2238.49,2233.55
1388,"2023-02-01","Karnataka","29",7443.94,7443.42
1389,"2023-02-01","Telangana","36",7807.19,7806.68
1390,"2023-02-01","Andhra Pradesh","28",6172.18,6171.74
1391,"2023-02-01","Goa","30",377.62,377.62
1392,"2023-02-01","Maharashtra","27",15832.06,15831.66
1393,"2023-02-01","Dadra & Nagar Haveli and Daman & Diu","38",791.77,791.77
1394,"2023-02-01","UTs of J&K and Ladakh","None",1668.87,1664.51
1395,"2023-02-01","Gujarat","24",10957.58,10957.15
1396,"2023-02-01","Chhattisgarh","22",3233.79,3224.97
1397,"2023-02-01","Uttarakhand","05",1113.48,1092.44
1398,"2023-02-01","Uttar Pradesh","09",9030.02,9009.42
1399,"2023-02-01","Andaman- Nicobar","35",27.7,27.7
1400,"2023-02-01","Rajasthan","08",8577.38,8313.68
1401,"2023-02-01","Punjab","03",4189.02,4146.74
1402,"2023-02-01","Madhya Pradesh","23",8790.09,8764.76
1403,"2023-02-01","Himachal Pradesh","02",937.9,932.52
1404,"2023-02-01","Haryana","06",3885.28,3868.77
1405,"2023-02-01","Delhi","07",1921.62,1919.83
1406,"2023-02-01","Chandigarh","04",97.34,97.34
1407,"2023-02-01","Arunachal Pradesh","12",74.56,74.56
1408,"2023-02-01","Assam","18",744.36,744.36
1409,"2023-03-01","Nagaland","13",75.36,70.36
1410,"2023-03-01","Tripura","16",121.05,121.05
1411,"2023-03-01","Mizoram","15",51.88,51.88
1412,"2023-03-01","Uttar Pradesh","09",9619.29,9613.89
1413,"2023-03-01","Manipur","14",83.43,83.43
1414,"2023-03-01","Meghalaya","17",190.64,190.64
1415,"2023-03-01","Himachal Pradesh","02",1025.63,1023.16
1416,"2023-03-01","UTs of J&K and Ladakh","None",1725.61,1717.93
1417,"2023-03-01","Punjab","03",4275.01,4259.19
1418,"2023-03-01","Rajasthan","08",7541.57,7509.03
1419,"2023-03-01","Uttarakhand","05",1161.76,1149.01
1420,"2023-03-01","Chhattisgarh","22",3522.62,3519.61
1421,"2023-03-01","Gujarat","24",11336.9,11336.9
1422,"2023-03-01","Madhya Pradesh","23",7524.6,7496.42
1423,"2023-03-01","Maharashtra","27",17010.06,17009.97
1424,"2023-03-01","Dadra & Nagar Haveli and Daman & Diu","38",791.77,791.77
1425,"2023-03-01","Goa","30",405.46,405.46
1426,"2023-03-01","Delhi","07",2130.48,2130.28
1427,"2023-03-01","Andhra Pradesh","28",6711.89,6711.89
1428,"2023-03-01","Karnataka","29",8602.62,8602.62
1429,"2023-03-01","Kerala","32",2713.1,2713.1
1430,"2023-03-01","Tamil Nadu","33",10799.84,10799.84
1431,"2023-03-01","Puducherry","34",263.83,263.83
1432,"2023-03-01","Lakshadweep","31",6.02,6.02
1433,"2023-03-01","Bihar","10",2882.11,2863.95
1434,"2023-03-01","DVC","None",2239.64,2239.64
1435,"2023-03-01","Jharkhand","20",1106.48,1034.63
1436,"2023-03-01","Odisha","21",3441.36,3441.36
1437,"2023-03-01","Andaman- Nicobar","35",31.82,31.37
1438,"2023-03-01","West Bengal","19",4982.25,4977.48
1439,"2023-03-01","Sikkim","11",50.49,50.49
1440,"2023-03-01","Telangana","36",8909.4,8909.4
1441,"2023-03-01","Chandigarh","04",101.6,101.6
1442,"2023-03-01","Haryana","06",3911.82,3909.16
1443,"2023-03-01","Assam","18",843.62,843.62
1444,"2023-03-01","Arunachal Pradesh","12",86.9,83.19
1445,"2023-04-01","Sikkim","11",44.19,44.17
1446,"2023-04-01","Dadra & Nagar Haveli and Daman & Diu","38",791.77,791.77
1447,"2023-04-01","Maharashtra","27",17457.65,17455.47
1448,"2023-04-01","Madhya Pradesh","23",7576.66,7576.66
1449,"2023-04-01","Gujarat","24",13593.93,13593.93
